student_id,avg_daily_study_hours,login_frequency_per_week,course_completion_rate,assignment_submission_rate,videos_watched_per_week,avg_quiz_score,avg_session_duration_minutes,inactive_days_last_30,forum_participation_count,content_rewatch_rate,at_risk
100321,4.358383690800249,10,0.6327446023665175,0.6726834389788519,5,85.2841780196132,22.107195391839333,3,3,0.15238166514101537,0
104500,3.8971971480255547,5,0.6263160968065701,0.7309555904316583,25,69.3218938867532,53.52006549696374,2,3,0.2980566847721611,0
101966,2.2379050125345574,7,0.8561642547306136,0.7056035105135665,18,65.3779323072851,61.770319666704225,6,13,0.32467229298805445,0
104080,4.269417224617657,9,0.7928865090241546,0.6874922747807588,14,63.594398750678714,66.28322527888915,1,14,0.14948241417845107,0
102306,1.848371067183086,13,0.8260033130611325,0.6999382735184156,14,66.33214527428443,20.97904533112048,6,5,0.3848483125708062,0
105513,4.330482342962141,4,0.8995341143586868,0.6977134688918801,22,88.58273836043745,84.92838660765133,2,10,0.3455310972728709,0
104397,1.8087501209058718,9,0.9690171075411307,0.7709197469429383,24,59.68735229205586,41.76038100128353,6,7,0.3853903988276659,0
102149,4.812997009748873,10,0.7701338383761811,0.7500324241276329,13,77.167767729128,58.53324263097123,0,8,0.3418777783356134,0
105074,5.389845560111609,4,0.6821121426478802,0.9866102908596286,23,62.13728935661458,43.411071310976304,5,8,0.2927435779164682,0
102842,5.173705728581634,10,0.6638571471260731,0.9645041131427141,7,55.14396065561841,60.95000437517773,2,7,0.16785807210016962,0
103575,2.985869050497507,10,0.9238325209085144,0.7099775278534202,19,59.533661264736445,76.90876988280316,4,11,0.17239170540376247,0
103113,1.8655659453271056,7,0.804321954871019,0.9217628425667701,14,69.09243797802567,41.87770431002302,3,7,0.28968511019237875,0
105614,3.1852035265334586,13,0.9173239092863283,0.8119810073556794,17,63.61382329976598,72.58073577211691,4,13,0.2011960134205547,0
104441,4.822491041727165,4,0.6622904047693382,0.8510496590400467,17,88.04780995461124,44.56746397354911,3,13,0.38442946800555355,0
101765,2.79870370756024,6,0.7496322989152813,0.6820445045448329,17,75.19170662407045,88.3806972075031,4,5,0.1506444893799817,0
104914,2.164917448206635,11,0.7927633085879301,0.6576653765742287,18,84.38893896652117,84.68206219089609,1,1,0.28018918074109955,0
100611,4.697641595636171,12,0.9128137079539675,0.6643516410431739,7,81.46521541784763,75.4747922789642,5,2,0.27764207705093047,0
100473,5.064572454792284,12,0.9727302892246479,0.7730091692500012,20,85.82480912698081,68.1687922508861,0,14,0.15243756285188678,0
106062,3.467712096156517,8,0.6696204445460139,0.6925668105497447,19,64.16288018523116,61.09813500929271,1,3,0.38856870969262536,0
106583,0.967199946955018,27,0.21811635772302568,0.03858388113206788,2,40.31451142976348,7.890433096512144,12,1,0.832185354022557,1
103780,3.098075138347739,6,0.8059895139928421,0.8064739082997363,12,84.03932727264991,35.702083248133476,2,4,0.23915403321695042,0
102477,4.66203917709954,7,0.94833304851414,0.6979682132132203,7,84.25512839150583,65.72924384449561,0,9,0.17386561451591875,0
104550,5.231011756241253,13,0.8766982850443602,0.7998359698177138,9,64.99863158905404,30.172969939282925,1,13,0.270070954639201,0
106269,0.6285523112181945,2,0.3759372423687409,0.3937221311670114,1,3.9594584274286198,4.0227849733080365,14,1,0.741581243969498,1
105412,4.445892698476291,10,0.7730686135670777,0.8077536131865882,5,79.07237144336985,55.42818683925612,4,10,0.28499623869789437,0
101426,1.5197599237376385,14,0.7390233309246408,0.8725085912093566,7,59.07591645505111,48.36254712675476,4,6,0.12481795229479867,0
104746,2.25950131638368,6,0.7430708365223097,0.9382854081661443,15,78.50968258394005,79.79797618580908,1,11,0.3709381799459859,0
106023,1.896950659678724,7,0.8310676680932676,0.7297764300680041,25,73.26125344752342,87.20227188283549,0,10,0.12945346603035116,0
100050,5.378338511058234,6,0.8685832125201445,0.8779303318829814,21,88.33383109223831,52.250774892298075,5,6,0.1168323865090562,0
104513,4.0027276490454105,12,0.8262541074804576,0.6738872569898368,21,76.78468602776707,37.897791832366984,6,2,0.2955714882348614,0
102755,2.6620180226856816,4,0.6980615784418974,0.8521372237303464,6,63.623479476240874,22.119893498869388,3,12,0.1932720425177225,0
102669,2.7625093750534,9,0.6285753532035313,0.7568869099800616,8,83.4005823532372,57.2340097174309,2,10,0.19201791290502093,0
104279,3.0669698022491128,8,0.8171953614985622,0.8915852005320928,18,65.3454888859042,48.657060831159555,1,10,0.29828992385836817,0
105870,2.343052397719625,12,0.6855341022668522,0.8052320645367623,23,68.2503540579233,88.96729822132299,6,4,0.25049222184705866,0
100752,4.010832212285671,7,0.6446549781284742,0.8792881397501473,14,62.62625724662103,31.98150623308144,6,4,0.12116985933170793,0
103944,1.9009822548915065,4,0.9831474239510304,0.71633137160141,9,66.41914184134731,25.502652646841796,5,14,0.25114330737513824,0
102351,5.153147790304947,13,0.6858160884813146,0.8720004201173668,25,63.40835548272364,42.89764516007989,5,12,0.34319031745268536,0
103098,1.533279768908768,10,0.6102095378228453,0.8272439574577563,22,70.30654767568763,57.69879754594946,4,3,0.17625879884414486,0
103340,5.05651169576004,8,0.8896679632299103,0.9124382545263703,14,57.516557393971844,84.02021754283433,2,9,0.2873771737514029,0
102534,4.45147807424612,12,0.669778626476377,0.754519952973759,18,89.34998281680338,86.07691465562293,4,8,0.13699021813537454,0
102942,2.686239648823723,9,0.7866643526880694,0.7444640163445224,23,63.33416504722267,64.89725912078927,3,4,0.1444526639560476,0
106654,0.8995305790038799,27,0.10209385917134904,0.20606361995486983,3,10.783715306378792,11.899018933012446,13,1,0.8206338251150831,1
101385,2.8007602568987795,9,0.8526577957645987,0.7789820322791137,8,67.572333637133,29.873721559016275,6,6,0.13270989622586002,0
102275,3.9026042661934235,10,0.9246735598649787,0.6639557678042705,19,77.61954513055699,72.05504038757681,5,5,0.20362053559251675,0
101097,2.245753048577018,14,0.7705763181169728,0.9848056437178405,8,75.229601397697,49.18018741231887,0,5,0.30024648146654953,0
103770,3.6867827282885206,7,0.6883299663511264,0.7582994609197518,9,84.47887349527664,75.12661986526477,5,13,0.3585307402615381,0
102609,1.7507584864874635,13,0.652610089554284,0.6653039933997292,12,76.4072233903175,75.21564606674347,6,5,0.2626096361940653,0
101657,2.722097242632094,8,0.721541432347289,0.8962121075014997,12,88.48317282606693,70.50720131267173,0,11,0.29590758413983886,0
100547,4.186292782371199,6,0.6895753733238783,0.6516242889243025,11,69.91276471525009,44.8432937443203,1,15,0.3435911159314934,0
101103,5.211009132780852,10,0.9698835968182282,0.9315866531955532,21,63.541418684478515,88.05243812452554,6,8,0.13960368301762302,0
104620,4.928923749479164,5,0.7058793510844026,0.6826864921496707,12,87.4862181099765,55.31779244355288,4,4,0.12032769495710635,0
104104,2.6837281177464645,9,0.6268788392410852,0.6695038273056607,17,82.38188102083878,69.46783854310706,5,4,0.31885452645298096,0
105712,3.3115334416620468,11,0.7083814926320429,0.7782791144456169,23,61.261985229955485,51.74321177446166,5,7,0.13956864490829293,0
104656,4.845768769879479,8,0.79959490550992,0.8932667564947445,7,55.213356674365436,49.32833759238787,2,12,0.33582929334848377,0
100179,2.050083776583973,12,0.7657791740141918,0.9260701004479227,21,75.15347011468631,54.69419393324361,3,11,0.3177112184549574,0
106264,0.023359111688845458,0,0.1432068244337637,0.21997586749162448,0,23.510958684679323,11.0426542517976,10,1,0.9960256673864331,1
100429,1.9682680657104235,10,0.8372451113298909,0.8738391226926009,14,55.56927759411052,22.246380120564012,5,8,0.34391662774360493,0
100742,4.4904375207050045,11,0.8294338427815157,0.8283606610886144,24,58.53927189752164,85.41987885578139,0,4,0.2988433608736394,0
100683,4.174572879697724,13,0.7479712381222634,0.8057150174371883,23,58.29154265918287,46.240318567567925,0,10,0.11705916963609113,0
104837,3.1540661211598366,14,0.8535489784208317,0.7299515439635424,9,87.34226369615732,42.780879228002604,3,10,0.28733878416129843,0
100496,3.8346244474034883,10,0.8353231077522363,0.9383570772690315,9,70.9613252685059,47.4715359731032,0,11,0.15793608439724777,0
100132,1.9794614693347312,5,0.7620408508188482,0.8389210820850087,16,71.61581652455553,77.64349145944968,5,10,0.3677706505878914,0
103434,4.329588000131711,6,0.9982262643999528,0.7432268619394065,20,79.31862135574848,73.43351162050877,6,14,0.2589451566826257,0
103945,1.5663699225303915,4,0.6631203508102663,0.6552429116150956,21,64.8771456193133,58.63552330726615,2,11,0.23165969256995658,0
101886,1.5373264793083732,4,0.8251182140833004,0.8977528210509702,17,84.82128160486165,57.55116437460747,2,12,0.321083592620879,0
100544,3.9725129618315833,14,0.690231977664438,0.7852715371204801,7,55.12482514378581,38.43764517828468,6,8,0.3459093024320692,0
105295,2.0377337094782,5,0.6600077447159448,0.8391833506285972,5,82.7719615370464,41.78436217469971,4,3,0.39240303703585877,0
100169,3.8635717727529673,7,0.8479865165851336,0.9022888298289803,19,84.41475923892781,40.42669355417906,2,3,0.32788190358038327,0
105658,5.350930335444556,9,0.7210582848767235,0.6767714206389462,11,76.98664081870774,42.42861775365725,4,12,0.12019598967988948,0
104326,1.5882645947291634,13,0.6309258747530618,0.8419702561335702,12,78.39474796419847,89.4405763101402,0,7,0.26669827770610466,0
100960,1.8311946717005059,14,0.7528459458038075,0.7891896541282113,19,73.33508818429002,39.265579142550024,4,14,0.22463936862473577,0
106407,0.061873183413173514,1,0.23311931386040194,0.353120120414788,0,19.78539171848617,7.876072027349273,29,0,0.7446096307131758,1
101883,4.544486148172632,7,0.6315396122282502,0.6732703810552052,22,55.393768282178335,20.30870937862172,5,8,0.10386929872117247,0
102893,4.118602747463818,14,0.688766249085321,0.8688059323355033,18,60.12746265912335,36.10085904746209,1,14,0.2262501358001743,0
103194,2.9176997951722194,5,0.912398392411269,0.957123368841734,16,80.39250473845838,74.8257264264732,2,4,0.17318738126437716,0
106091,4.603460260811147,10,0.637435652828969,0.7792390659525494,25,58.25671895458452,76.70602586074503,4,3,0.1674932205952297,0
105487,4.14927165415833,14,0.7335147418983736,0.7670682128434199,18,57.76290974743666,49.4045919206864,1,11,0.17128209605222677,0
102641,1.921459689003426,14,0.9506718074833305,0.9004444235282834,17,69.66751853417685,50.45761128836277,2,10,0.22232534109696012,0
102080,1.6086696849022393,13,0.7272690765993706,0.6552579359832561,19,64.00892926781349,35.88918125261586,4,11,0.2278729791818622,0
103460,2.6011528538074407,7,0.7026292903960187,0.8454572202379962,18,79.26399555438256,49.741952652975584,3,2,0.19037241459313087,0
103558,1.8290892971082475,5,0.7735903396481181,0.9907527752161911,17,63.6339352885645,59.38142941207641,5,6,0.10604666570801152,0
103153,3.210405334813349,5,0.7544529799308645,0.9525185388886392,6,60.560013759478906,80.43470572767242,2,12,0.3222343001594329,0
105788,5.497401201888801,11,0.9342298758308379,0.6812350031625918,10,86.31855125213274,56.03701005995266,5,10,0.22442879451628567,0
103172,2.137969050165433,13,0.7516495642820886,0.9217861799697764,20,82.79629877075209,20.916474698919302,0,3,0.14714888242372826,0
102570,3.1204107781102657,13,0.7733651375700468,0.8707949734914163,10,59.285235634697,71.45997747429868,3,9,0.2359168882257771,0
101720,2.0689974747487847,14,0.837910485916334,0.7647935454839644,5,76.51189629328059,60.55507620026286,2,3,0.31664219510499625,0
104149,4.619283536040273,7,0.6752686383384495,0.9212875999770895,10,67.2279307625659,54.914547359266294,5,7,0.3512623292426458,0
104047,3.756927266738144,12,0.7609722902591167,0.8324738913153878,10,80.7818237014507,35.59912807501702,0,12,0.17311338274289478,0
104287,3.8079264496707275,13,0.8911022869314338,0.9182690812629745,5,86.61402094692164,77.45243170879024,4,13,0.13174319737851298,0
106187,2.688856455380384,14,0.8971941293482415,0.8981229790864534,16,87.81238283764912,51.623925012970176,6,11,0.2480816327080369,0
105603,4.12203988738445,11,0.6053821030967255,0.7994965567191501,25,69.28391832216063,38.654922769415705,0,15,0.1199441618459253,0
106694,0.340665287704461,29,0.3352512556487898,0.27224091584622434,2,15.104376970381884,6.881919757569891,10,0,0.9058719425300298,1
102764,2.037099403609102,8,0.6794946655480627,0.8636828945207901,24,69.62712600958159,59.4155501846672,4,10,0.1760853361328426,0
105799,2.154915831516684,5,0.7472672001024376,0.6739910296852911,24,59.48970879514371,45.337335536040385,6,7,0.24848230006357547,0
104783,2.665444291350978,7,0.9937664136724266,0.8024627921425606,15,81.32328456700075,65.38941035919495,0,8,0.2964168807112646,0
103935,3.6858341669124974,11,0.61678006059602,0.7302678001667755,17,87.42296570469354,70.39450165193185,5,12,0.29971172762468257,0
104678,4.216650273278251,9,0.6367333231420641,0.7539957845343005,8,79.41712907533397,74.89789829200447,0,15,0.3076942671091909,0
102513,3.541729956016929,11,0.6514970248532708,0.6709084420059414,19,61.938327395196026,81.18948548963569,0,9,0.39851479231792386,0
104692,2.8763664713977684,8,0.9828339269776876,0.868082594559867,5,78.6175984627896,58.832437473884376,1,3,0.1403571275690675,0
100447,4.5135127410357665,8,0.625150312845795,0.8233355520239901,20,72.77456986284555,39.79465018143197,6,5,0.37375599136988935,0
106125,4.646892058934164,5,0.7074471828375197,0.7737854010382385,20,88.90305790670784,81.30787932200606,2,2,0.17706564666255836,0
104868,3.885868301654175,7,0.9989464726198816,0.8763738540021065,6,65.50387791688316,41.56145164338152,3,9,0.3824805818141894,0
104486,1.6007963792842785,9,0.8213779327790796,0.9473970731286163,13,89.43643127260061,68.05250060704661,0,5,0.13773459994120335,0
103527,4.537170027673895,8,0.9285100709144678,0.7332777583465758,8,72.4820370721753,38.16663260839941,1,2,0.1740959725001126,0
102619,2.7533916703405725,9,0.958337556186716,0.7414344658120682,9,77.34539026229399,88.87494803449826,5,14,0.2157439782823082,0
101730,2.7250144831464467,4,0.7603754943985438,0.6921837507792132,14,88.11479212031348,42.56728749614325,6,5,0.2593778259751647,0
104525,3.2186934534205918,10,0.7583701628694516,0.9118678042523065,21,87.0513108645149,67.30802519248107,3,3,0.11505396327752618,0
103917,2.8832243936417,6,0.7087949291933526,0.8760932373685189,8,71.87192157017415,82.44802502179292,5,14,0.18155055991658625,0
102820,5.204776273727128,13,0.9815580255590962,0.6513866419948151,13,76.03062122333415,42.33010716446117,6,10,0.1528250256257265,0
101215,2.3830784511550416,12,0.6631307925199194,0.9133203905530944,16,84.64107676778413,34.69773260855231,1,11,0.2705174101554231,0
104161,1.8402255419569644,5,0.818069402893048,0.8462547643674416,15,84.61418947164805,29.30762336168653,6,8,0.19413078563377972,0
103102,5.158194655394236,11,0.6541834459636945,0.9617775680916133,18,67.45782043409824,51.67265701381703,3,6,0.39812405296074105,0
104851,3.02646599643654,6,0.7185470427363289,0.8831691225948985,24,79.21933938002311,45.502779635630716,1,9,0.2906111526629676,0
102812,4.1664019161864765,6,0.847652620348033,0.7790033115228975,22,57.76192109347465,82.20840963120465,6,6,0.36463565004474774,0
105777,2.084386262165281,13,0.7098287002598966,0.7012023759524165,19,77.35052925820584,65.65887683175703,5,7,0.13210984004124587,0
105753,4.622797216686514,12,0.7970438715411307,0.76139671037022,13,86.41770538761159,36.740877925139095,3,13,0.11475944546866935,0
100233,3.4700707752754556,7,0.8817137079517101,0.7805260489983139,7,64.94940425480932,68.40110991907181,0,5,0.2752700649127541,0
105023,4.376980802303327,13,0.7815760232523126,0.6998549218413525,20,82.35022022594018,63.28138474541639,1,9,0.3307681429839865,0
102948,2.9771230808621643,7,0.8284853298409985,0.9402915242344273,21,66.06753858498247,33.79251508270785,2,12,0.38070249509836696,0
103878,3.7281620531001405,8,0.7775037511121342,0.9358178281533067,15,71.28009325686492,62.65179263488383,0,12,0.38039741861622756,0
106761,0.5046513363087818,22,0.1973556249964552,0.2822619009220484,2,44.98729753482888,2.012338994271479,26,0,0.7848058488459605,1
103707,2.609858718899816,7,0.6684240370133406,0.9183482417679856,12,60.82919574249541,62.92983595020365,3,3,0.27894442335899394,0
102357,1.7657753774230995,10,0.9064891272016184,0.7482849109231196,17,67.16385706418818,44.121496716321715,3,5,0.1402918983110806,0
106132,3.6586471556126097,12,0.7555833942511749,0.9448675782699147,21,87.81404509201283,36.2057731111382,2,9,0.2009338689318032,0
103105,3.237613276026439,9,0.9163019346696598,0.9091095445158439,17,85.37976979428633,31.570230215969463,4,5,0.12171739964309508,0
103858,3.112831024533009,9,0.7170550726888703,0.9347795370101708,24,61.5461280502038,64.52596011305637,5,2,0.11598862004682205,0
101046,2.431837899014535,6,0.8680806517362505,0.778636181774841,6,74.6396569725623,79.82002648271856,5,13,0.2882851005504724,0
105345,3.650160574561385,7,0.9271111535886513,0.6547493494664056,18,67.16633747960094,49.41119281566536,1,4,0.2952603160964341,0
101569,3.3070707149489165,14,0.7847998029456833,0.7992172169041211,8,76.15543207196629,61.796337534873544,1,1,0.197362488954415,0
101406,4.876681795876788,11,0.9693129662812578,0.670745475368792,12,67.71178274143155,70.843552744515,0,10,0.2630714774518421,0
101702,2.7472645323410383,4,0.617009853407637,0.7283238526407438,8,84.28569638934313,38.75003531523474,1,5,0.16129942699814726,0
102656,4.788719547265693,7,0.843889619008917,0.9787533457659361,13,82.40391750800396,69.1844220427156,3,13,0.3765281009523457,0
103414,4.634953004300946,7,0.8800638768292539,0.7167802098706014,11,60.23610006993001,77.84934965097794,5,9,0.29738793175572675,0
106448,0.3418761085532432,0,0.271510760565967,0.12662936510420406,1,35.36876483430888,2.1336475267149195,23,1,0.7288343635381997,1
103781,2.8071788234311095,5,0.8329446862960065,0.8356026037126358,7,60.86881667854682,85.03300401399117,5,3,0.3096830180578888,0
103258,3.067437492752104,5,0.6806685739469982,0.8726506829537312,14,72.31433742354284,49.8436319993112,3,3,0.19655601993734934,0
106384,0.6533609835750508,1,0.3466731855625782,0.3312760572821102,1,13.768296718964807,8.435668858860309,27,0,0.613014241210914,1
106092,2.8549318230977256,10,0.6809123070157503,0.7705098225280397,7,75.10900542175797,63.93100364314562,1,10,0.2150765901091683,0
100561,2.351856646035643,12,0.9780023132034725,0.8347804013116744,7,57.273335192876715,21.122264109822112,1,14,0.18518759907610047,0
100457,3.374642567976505,9,0.904555466041979,0.8905107924133259,16,89.25634505018282,61.293909501690976,0,4,0.38793212537686594,0
105123,3.4425371936533615,12,0.6189522932224202,0.8752125904442694,6,79.49279987341151,54.1962552984709,3,10,0.39730204449601436,0
102851,2.4615956515740276,4,0.8424040294988573,0.7532260207164235,19,60.981046251487705,35.88287701823358,4,9,0.2783882450357492,0
103651,3.0914628120697087,9,0.8422499210584611,0.971092260429216,17,84.93247691826004,20.374665960493203,1,5,0.2896850333605853,0
103203,4.935267084672619,10,0.6759115573724896,0.9625049383148356,8,89.49901258557765,40.53275870919809,0,14,0.25985821178045665,0
103096,5.408027817755774,6,0.9921566077442774,0.9998189464083483,12,76.9285070134155,67.8636877505138,5,9,0.38170564877041124,0
100534,4.575949660722042,5,0.6276533343269958,0.9114689287312645,24,61.876507779733615,31.063801133213104,5,5,0.1300931640675872,0
105924,2.4818178501557218,4,0.872085161767553,0.8500305723582517,19,84.93732836517734,35.59844644448209,0,15,0.1568857710099495,0
101038,1.7614253631957695,7,0.8848766913012815,0.8228715919590924,21,65.69376513757604,56.20920028364901,2,13,0.33152270881133306,0
101670,3.0224931739063203,13,0.6005258533722505,0.9065393837025792,19,88.82675355165829,29.202052448141686,5,11,0.22586965748767054,0
101034,1.8078128065168366,5,0.687706280637032,0.6657477122669798,5,81.47682029917969,64.79924575250189,3,9,0.3531887273344593,0
102521,2.0377405176324874,5,0.674710922654428,0.9613442900757023,5,76.82834178898187,77.13588756966018,2,15,0.1329474949031967,0
105480,4.746508057779414,5,0.9812297288888251,0.8872749478614965,18,85.09184315081379,82.55587520433222,0,14,0.2707025549112062,0
100393,4.605651842967987,5,0.7458167880355546,0.6561416469879277,7,75.59290653854612,68.2697821517323,5,1,0.3956517444509653,0
106041,2.008441963468096,12,0.6651011544856655,0.792955810356807,14,61.37189170293302,50.95914446867307,6,13,0.32919750222001454,0
106198,2.3372243033368343,11,0.653863570649674,0.691786772042998,10,65.38244521738888,50.77319489438243,6,9,0.2757796684315647,0
101002,4.991783343505633,9,0.6242251373650534,0.9968808542925656,21,76.20862826217781,57.892146714943756,4,10,0.22504675015051667,0
102405,3.9231169978107614,14,0.9265856237567354,0.970559237017742,23,64.29548190716872,37.316204575905,3,9,0.3290881436794206,0
101773,5.321338746015713,10,0.8533213305594685,0.7679803943083758,19,78.60140035508678,88.68451931029932,0,10,0.17027408569861785,0
100736,3.0697804296905415,6,0.705220605604775,0.7384903058184391,15,82.49887286216108,45.28595128591082,0,1,0.2004857103302366,0
100061,2.5853961270955836,13,0.66639778427005,0.8331403168544185,9,76.96714877486038,23.794186445307474,3,1,0.30535385476065546,0
101176,4.619381580604575,5,0.7272442969633268,0.8739996162588619,10,60.489830216372965,56.53505020377116,0,1,0.2558776528663435,0
104370,2.3091757966328146,9,0.7671169330793024,0.9284723522607135,7,89.79065421350361,87.04392967242596,1,3,0.3190108886574762,0
